Player,AB,H,2B,3B,HR,BB,,TB,Runs,Season
Anderson Tejeda,16,1,0,0,0,1,,1,0.0,2021
Jonah Heim,265,52,13,0,10,15,,95,23.0,2021
Nathaniel Lowe,557,147,24,3,18,80,,231,82.0,2021
Curtis Terry,45,4,2,0,0,2,,6,1.0,2021
Yohel Pozo,74,21,4,0,1,3,,28,9.0,2021
Jason Martin,144,30,3,0,6,8,,51,13.0,2021
Leody Taveras,174,28,6,2,3,9,,47,10.0,2021
Brock Holt,235,49,13,1,2,23,,70,20.0,2021
Charlie Culberson,247,60,15,2,5,17,,94,27.0,2021
Andy Ibáñez,253,70,15,2,7,15,,110,35.0,2021
Jose Trevino,285,68,14,0,5,12,,97,26.0,2021
Nick Solak,458,111,18,2,11,34,,166,49.0,2021
Adolis García,581,141,26,2,31,32,,264,75.0,2021
Isiah Kiner-Falefa,635,172,25,3,8,28,,227,68.0,2021
Lourdes Gurriel Jr.,500,138,28,2,21,32,,233,74.0,2021
Teoscar Hernández,550,163,29,0,32,36,,288,98.0,2021
Bo Bichette,640,191,30,1,29,40,,310,105.0,2021
Santiago Espinal,222,69,13,1,2,22,,90,34.0,2021
Kevin Smith,32,3,0,0,1,3,,6,1.0,2021
Randal Grichuk,511,123,25,1,22,27,,216,60.0,2021
Reese McGuire,198,50,15,0,1,15,,68,21.0,2021
George Springer,299,79,19,1,22,37,,166,57.0,2021
Otto Lopez,1,0,0,0,0,0,,0,0.0,2021
Joshua Palacios,35,7,0,0,0,3,,7,2.0,2021
Breyvic Valera,87,22,6,0,1,8,,31,10.0,2021
Jarrod Dyson,135,28,7,2,0,10,,39,10.0,2021
Danny Jansen,184,41,13,0,11,17,,87,25.0,2021
Alejandro Kirk,165,40,8,0,8,19,,72,23.0,2021
Cavan Biggio,250,56,10,1,7,37,,89,29.0,2021
Corey Dickerson,336,91,18,5,6,25,,137,44.0,2021
Vladimir Guerrero Jr.,604,188,29,1,48,86,,363,144.0,2021
Marcus Semien,652,173,39,2,45,66,,351,117.0,2021
Byron Buxton,235,72,23,0,19,13,,152,52.0,2021
Trevor Larnach,260,58,12,0,7,31,,91,28.0,2021
Josh Donaldson,457,113,26,0,26,74,,217,76.0,2021
Ben Rortvedt,89,15,1,0,3,6,,25,6.0,2021
Jorge Polanco,588,158,35,2,33,45,,296,95.0,2021
Alex Kirilloff,215,54,11,1,8,14,,91,27.0,2021
Max Kepler,426,90,21,4,19,54,,176,53.0,2021
Miguel Sanó,470,105,24,0,30,59,,219,68.0,2021
Luis Arraez,428,126,17,6,2,43,,161,58.0,2021
Kyle Garlick,99,23,8,0,5,6,,46,13.0,2021
Ryan Jeffers,267,53,10,1,14,22,,107,28.0,2021
Gilberto Celestino,59,8,3,0,2,3,,17,3.0,2021
Rob Refsnyder,139,34,7,0,2,17,,47,15.0,2021
Jake Cave,164,31,6,1,3,10,,48,11.0,2021
Brent Rooker,189,38,10,0,9,15,,75,19.0,2021
Mitch Garver,207,53,15,0,13,31,,107,38.0,2021
Nick Gordon,200,48,9,1,4,12,,71,20.0,2021
Willians Astudillo,208,49,8,0,7,3,,78,19.0,2021
Andrelton Simmons,412,92,12,0,3,32,,113,32.0,2021
Andrew McCutchen,482,107,24,1,27,81,,214,71.0,2021
Jean Segura,514,149,27,3,14,39,,224,76.0,2021
Alec Bohm,380,94,15,0,7,31,,130,40.0,2021
Nick Maton,117,30,7,1,2,10,,45,14.0,2021
Luke Williams,98,24,4,0,1,10,,31,10.0,2021
Andrew Knapp,145,22,3,0,2,10,,31,6.0,2021
Brad Miller,331,75,9,3,20,45,,150,48.0,2021
Matt Vierling,71,23,3,1,2,4,,34,12.0,2021
Bryce Harper,488,151,42,1,35,100,,300,128.0,2021
Mickey Moniak,33,3,0,0,1,3,,6,1.0,2021
Freddy Galvis,356,86,15,1,14,27,,145,43.0,2021
Adam Haseley,21,4,1,0,0,0,,5,1.0,2021
Roman Quinn,52,9,2,2,0,6,,15,4.0,2021
Rafael Marchán,52,12,1,1,1,4,,18,5.0,2021
Travis Jankowski,131,33,6,2,1,22,,46,17.0,2021
Rhys Hoskins,389,96,29,0,27,47,,206,68.0,2021
Ronald Torreyes,318,77,10,1,7,19,,110,31.0,2021
Didi Gregorius,368,77,16,2,13,25,,136,35.0,2021
J.T. Realmuto,476,125,25,4,17,48,,209,69.0,2021
Odúbel Herrera,450,117,27,2,13,29,,187,57.0,2021
Joc Pederson,429,102,19,3,18,39,,181,55.0,2021
William Contreras,163,35,4,1,8,19,,65,19.0,2021
Cristian Pache,63,7,3,0,1,2,,13,2.0,2021
Dansby Swanson,588,146,33,2,27,52,,264,82.0,2021
Eddie Rosario,379,98,19,3,14,26,,165,51.0,2021
Chadwick Tromp,18,4,0,0,1,0,,7,2.0,2021
Austin Riley,590,179,33,1,33,52,,313,113.0,2021
Ronald Acuña Jr.,297,84,19,1,24,49,,177,68.0,2021
Guillermo Heredia,305,67,26,0,5,32,,108,32.0,2021
Johan Camargo,16,0,0,0,0,2,,0,0.0,2021
Orlando Arcia,81,16,3,0,2,7,,25,7.0,2021
Ehire Adrianza,182,45,9,2,5,21,,73,24.0,2021
Stephen Vogt,210,41,6,1,7,26,,70,20.0,2021
Travis d'Arnaud,209,46,14,0,7,17,,81,23.0,2021
Adam Duvall,513,117,17,2,38,35,,252,70.0,2021
Jorge Soler,516,115,27,0,27,67,,223,70.0,2021
Freddie Freeman,600,180,25,2,31,85,,302,117.0,2021
José Abreu,566,148,30,2,30,61,,272,91.0,2021
Tim Anderson,527,163,29,2,17,22,,247,83.0,2021
César Hernández,570,132,21,2,21,59,,220,67.0,2021
Luis Robert Jr.,275,93,22,1,13,14,,156,58.0,2021
Yasmani Grandal,279,67,9,0,23,87,,145,61.0,2021
Danny Mendick,164,36,5,0,2,18,,47,14.0,2021
Jake Burger,38,10,3,1,1,4,,18,6.0,2021
Billy Hamilton,127,28,8,3,2,4,,48,12.0,2021
Zack Collins,195,41,13,0,4,34,,66,22.0,2021
Romy Gonzalez,32,8,3,0,0,1,,11,3.0,2021
Seby Zavala,93,17,3,0,5,6,,35,8.0,2021
Adam Engel,123,31,9,0,7,11,,61,19.0,2021
Gavin Sheets,160,40,8,0,11,16,,81,26.0,2021
Eloy Jiménez,213,53,10,0,10,16,,93,28.0,2021
Brian Goodwin,235,52,10,1,8,33,,88,28.0,2021
Yermín Mercedes,240,65,9,1,7,20,,97,32.0,2021
Andrew Vaughn,417,98,22,0,15,41,,165,50.0,2021
Leury García,415,111,22,4,5,41,,156,52.0,2021
Yoán Moncada,520,137,33,1,14,84,,214,78.0,2021
Jon Berti,233,49,10,1,4,32,,73,22.0,2021
Deven Marrero,16,3,0,0,1,3,,6,2.0,2021
José Devers,41,10,3,0,0,3,,13,4.0,2021
Jazz Chisholm Jr.,464,115,20,4,18,34,,197,59.0,2021
Lewin Díaz,122,25,4,1,8,6,,55,13.0,2021
Lewis Brinson,274,62,14,0,9,13,,103,27.0,2021
Jesús Sánchez,227,57,8,2,14,20,,111,35.0,2021
Bryan De La Cruz,199,59,7,2,5,18,,85,30.0,2021
Nick Fortes,31,9,0,0,4,3,,21,7.0,2021
Brian Anderson,233,58,9,0,7,26,,88,29.0,2021
Eddy Alvarez,64,12,4,1,1,4,,21,5.0,2021
Brian Miller,11,3,0,0,0,0,,3,1.0,2021
Monte Harrison,10,2,1,0,0,0,,3,1.0,2021
Payton Henry,15,4,1,0,0,1,,5,2.0,2021
Alex Jackson,131,18,4,0,3,13,,31,7.0,2021
Sandy León,202,37,5,0,4,12,,54,12.0,2021
Garrett Cooper,215,61,10,1,9,30,,100,37.0,2021
Magneuris Sierra,209,48,6,1,0,15,,56,16.0,2021
Isan Díaz,238,46,9,0,4,34,,67,20.0,2021
Jorge Alfaro,295,72,15,1,4,11,,101,27.0,2021
Jesús Aguilar,449,117,23,0,22,46,,206,68.0,2021
Miguel Rojas,495,131,30,3,9,37,,194,61.0,2021
Tim Locastro,139,25,4,0,2,7,,35,8.0,2021
Anthony Rizzo,496,123,23,3,22,52,,218,70.0,2021
Chris Gittens,36,4,0,0,1,7,,7,2.0,2021
Tyler Wade,127,34,5,1,0,16,,41,14.0,2021
DJ LeMahieu,597,160,24,1,10,73,,216,75.0,2021
Rougned Odor,322,65,12,0,15,27,,122,32.0,2021
Giancarlo Stanton,510,139,19,0,35,63,,263,93.0,2021
Kyle Higashioka,193,35,10,0,10,17,,75,19.0,2021
Miguel Andujar,154,39,2,0,6,7,,59,17.0,2021
Andrew Velazquez,67,15,4,1,1,1,,24,6.0,2021
Luke Voit,213,51,7,1,11,21,,93,29.0,2021
Joey Gallo,498,99,13,1,38,111,,228,79.0,2021
Estevan Florial,20,6,2,0,1,5,,11,5.0,2021
Aaron Hicks,108,21,3,0,4,14,,36,10.0,2021
Clint Frazier,183,34,9,0,5,32,,58,18.0,2021
Gary Sánchez,383,78,13,1,23,52,,162,48.0,2021
Brett Gardner,387,86,16,4,10,60,,140,46.0,2021
Gio Urshela,420,112,18,2,14,20,,176,53.0,2021
Gleyber Torres,459,119,22,0,9,50,,168,56.0,2021
Aaron Judge,550,158,24,0,39,75,,299,111.0,2021
Kolten Wong,445,121,32,2,14,31,,199,64.0,2021
Avisaíl García,461,121,18,0,29,38,,226,72.0,2021
Jackie Bradley Jr.,387,63,14,3,6,28,,101,22.0,2021
Willy Adames,497,130,32,1,25,57,,239,81.0,2021
Jace Peterson,259,64,11,1,6,38,,95,33.0,2021
Manny Piña,180,34,6,0,13,22,,79,22.0,2021
Luke Maile,30,9,4,0,0,3,,13,5.0,2021
Rowdy Tellez,297,72,14,2,11,23,,123,37.0,2021
Tyrone Taylor,243,60,9,3,12,20,,111,34.0,2021
Christian Yelich,399,99,19,2,9,70,,149,54.0,2021
Pablo Reyes,78,20,5,0,1,9,,28,9.0,2021
Mario Feliciano,0,0,0,0,0,1,,0,0.0,2021
Corey Ray,2,0,0,0,0,1,,0,0.0,2021
Keston Hiura,173,29,9,1,4,14,,52,12.0,2021
Daniel Vogelbach,215,47,8,0,9,43,,82,29.0,2021
Lorenzo Cain,257,66,13,0,8,26,,103,33.0,2021
Omar Narváez,391,104,20,0,11,41,,157,53.0,2021
Luis Urías,490,122,25,1,23,63,,218,73.0,2021
Eduardo Escobar,549,139,26,5,28,48,,259,81.0,2021
Shohei Ohtani,586,160,30,6,34,72,,304,107.0,2022
David Fletcher,216,55,9,1,2,7,,72,20.0,2022
Michael Stefanic,61,12,2,0,0,5,,14,4.0,2022
Chad Wallach,35,5,1,0,1,4,,9,2.0,2022
Mike Trout,438,124,28,2,40,54,,276,100.0,2022
Max Stassi,333,60,12,1,9,38,,101,27.0,2022
Matt Thaiss,69,15,1,0,2,11,,22,7.0,2022
Logan O'Hoppe,14,4,0,0,0,2,,4,2.0,2022
Luis Rengifo,489,129,22,4,17,17,,210,61.0,2022
Jo Adell,268,60,12,2,8,11,,100,25.0,2022
Andrew Velazquez,322,63,8,0,9,15,,98,23.0,2022
Livan Soto,55,22,5,1,1,2,,32,13.0,2022
Mickey Moniak,106,18,3,1,3,4,,32,6.0,2022
Kurt Suzuki,139,25,4,0,4,15,,41,11.0,2022
Anthony Rendon,166,38,10,0,5,23,,63,20.0,2022
Matt Duffy,228,57,8,0,2,17,,71,21.0,2022
Jared Walsh,423,91,18,2,15,27,,158,41.0,2022
Taylor Ward,495,139,22,2,23,60,,234,84.0,2022
Josh Rojas,443,119,25,1,9,55,,173,60.0,2022
Yonny Hernández,24,2,0,0,0,2,,2,0.0,2022
Jordan Luplow,205,36,5,0,11,25,,74,20.0,2022
Jose Herrera,111,21,2,0,0,9,,23,6.0,2022
Ketel Marte,492,118,42,2,12,55,,200,63.0,2022
Nick Ahmed,52,12,2,0,3,2,,23,6.0,2022
Stone Garrett,76,21,8,0,4,3,,41,12.0,2022
Buddy Kennedy,83,18,2,2,1,8,,27,8.0,2022
Corbin Carroll,104,27,9,2,4,8,,52,16.0,2022
Seth Beer,111,21,3,0,1,11,,27,7.0,2022
Cooper Hummel,176,31,8,3,3,23,,54,15.0,2022
Sergio Alcántara,205,45,8,1,6,12,,73,19.0,2022
Pavin Smith,245,54,9,0,9,28,,90,27.0,2022
Emmanuel Rivera,330,77,16,3,12,23,,135,38.0,2022
Jake McCarthy,321,91,16,3,8,23,,137,45.0,2022
Carson Kelly,317,67,18,0,7,29,,106,29.0,2022
Alek Thomas,381,88,17,1,8,22,,131,36.0,2022
Geraldo Perdomo,431,84,10,2,5,50,,113,31.0,2022
Daulton Varsho,531,125,23,3,27,46,,235,70.0,2022
Christian Walker,583,141,25,2,36,69,,278,90.0,2022
Connor Wong,48,9,3,0,1,5,,15,4.0,2022
Abraham Almonte,35,9,2,0,1,1,,14,4.0,2022
Christian Arroyo,280,80,16,1,6,13,,116,37.0,2022
Bobby Dalbec,317,68,9,2,12,29,,117,33.0,2022
Xander Bogaerts,557,171,38,0,15,57,,254,94.0,2022
Rafael Devers,555,164,42,1,27,50,,289,102.0,2022
Reese McGuire,249,67,14,1,3,12,,92,28.0,2022
Eric Hosmer,380,102,19,0,8,37,,145,48.0,2022
Jeter Downs,39,6,1,0,1,1,,10,2.0,2022
Tommy Pham,554,131,23,1,17,56,,207,63.0,2022
Enrique Hernández,361,80,24,0,6,34,,122,35.0,2022
Franchy Cordero,242,53,17,1,8,28,,96,29.0,2022
Jarren Duran,204,45,14,3,3,14,,74,20.0,2022
Yu Chang,168,35,6,0,4,16,,53,15.0,2022
Triston Casas,76,15,1,0,5,19,,31,11.0,2022
Rob Refsnyder,153,47,11,0,6,15,,76,28.0,2022
Trevor Story,357,85,22,0,16,32,,155,47.0,2022
J.D. Martinez,533,146,43,1,16,52,,239,81.0,2022
Alex Verdugo,593,166,39,1,11,42,,240,79.0,2022
Yan Gomes,277,65,12,0,8,8,,101,26.0,2022
Willson Contreras,416,101,23,2,22,45,,194,61.0,2022
Christopher Morel,379,89,19,4,16,38,,164,50.0,2022
Patrick Wisdom,469,97,28,0,25,53,,200,57.0,2022
Esteban Quiroz,40,11,0,0,0,4,,11,4.0,2022
Rafael Ortega,316,76,14,1,7,44,,113,38.0,2022
David Bote,116,30,8,0,4,6,,50,15.0,2022
Nelson Velázquez,185,38,7,3,6,19,,69,19.0,2022
Narciso Crook,8,2,1,0,0,0,,3,1.0,2022
Jared Young,19,5,2,0,0,3,,7,3.0,2022
Jason Heyward,137,28,5,1,1,11,,38,10.0,2022
Zach McKinstry,166,33,6,3,5,16,,60,16.0,2022
P.J. Higgins,201,46,11,1,6,22,,77,23.0,2022
Alfonso Rivas III,251,59,5,2,3,29,,77,24.0,2022
Nick Madrigal,209,52,7,0,0,14,,59,17.0,2022
Franmil Reyes,438,97,17,2,14,30,,160,43.0,2022
Seiya Suzuki,397,104,22,2,14,42,,172,57.0,2022
Nico Hoerner,481,135,22,5,10,28,,197,63.0,2022
Ian Happ,573,155,42,2,17,58,,252,85.0,2022
Kyle Farmer,526,134,25,1,14,33,,203,61.0,2022
TJ Friedl,225,54,10,5,8,20,,98,30.0,2022
Michael Siani,24,4,0,0,0,0,,4,1.0,2022
Stuart Fairchild,97,24,4,1,5,8,,45,14.0,2022
Aramis Garcia,108,23,2,0,1,3,,28,7.0,2022
Jose Barrero,165,25,3,0,2,9,,34,7.0,2022
Jonathan India,386,96,16,2,10,31,,146,44.0,2022
Tyler Stephenson,166,53,9,0,6,12,,80,29.0,2022
Mark Kolozsvary,20,4,2,0,1,1,,9,2.0,2022
Matt Reynolds,244,60,10,1,3,26,,81,26.0,2022
Mike Moustakas,252,54,12,0,7,24,,87,25.0,2022
Alejo Lopez,145,38,5,1,1,9,,48,15.0,2022
Chuckie Robinson,59,8,2,0,2,0,,16,2.0,2022
Michael Papierski,91,13,1,0,1,10,,17,4.0,2022
Spencer Steer,95,20,5,0,2,11,,31,9.0,2022
Austin Romine,129,20,3,0,3,4,,32,6.0,2022
Aristides Aquino,259,51,13,0,10,17,,94,23.0,2022
Jake Fraley,216,56,9,0,12,26,,101,34.0,2022
Donovan Solano,278,79,16,0,4,19,,107,35.0,2022
Joey Votto,322,66,18,1,11,44,,119,36.0,2022
Nick Senzel,373,86,13,0,5,30,,114,33.0,2022
Luke Maile,181,40,10,0,3,19,,59,17.0,2022
Gabriel Arias,47,9,1,1,1,8,,15,5.0,2022
Will Benson,55,10,1,0,0,3,,11,2.0,2022
Bryan Lavastida,12,1,0,0,0,3,,1,0.0,2022
Steven Kwan,563,168,25,7,6,62,,225,83.0,2022
Myles Straw,535,118,22,3,0,54,,146,43.0,2022
Tyler Freeman,77,19,3,0,0,4,,22,6.0,2022
Nolan Jones,86,21,5,0,2,8,,32,10.0,2022
José Ramírez,601,168,44,5,29,69,,309,109.0,2022
Bo Naylor,8,0,0,0,0,0,,0,0.0,2022
Josh Naylor,449,115,28,0,20,38,,203,64.0,2022
Owen Miller,424,103,26,1,6,32,,149,44.0,2022
Will Brennan,42,15,1,1,1,2,,21,8.0,2022
Richie Palacios,112,26,6,0,0,9,,32,9.0,2022
Austin Hedges,294,48,4,0,7,25,,73,17.0,2022
Oscar Gonzalez,362,107,27,0,11,15,,167,54.0,2022
Andrés Giménez,491,146,26,3,17,34,,229,79.0,2022
Amed Rosario,637,180,26,9,11,25,,257,80.0,2022
Garrett Hampson,199,42,7,3,2,21,,61,17.0,2022
Connor Joe,404,96,20,4,7,55,,145,48.0,2022
Alan Trejo,118,32,6,0,4,5,,50,15.0,2022
Elias Díaz,351,80,18,2,9,25,,129,36.0,2022
Wynton Bernard,42,12,1,0,0,0,,13,4.0,2022
Sean Bouchard,74,22,6,0,3,21,,37,17.0,2022
Dom Nuñez,33,4,1,0,0,6,,5,1.0,2022
Jose Iglesias,439,128,30,0,3,17,,167,53.0,2022
Ezequiel Tovar,33,7,1,0,1,2,,11,3.0,2022
Michael Toglia,111,24,8,2,2,9,,42,12.0,2022
Elehuris Montero,176,41,15,1,6,8,,76,20.0,2022
Sam Hilliard,174,32,6,1,2,23,,46,13.0,2022
Kris Bryant,160,49,12,0,5,17,,76,28.0,2022
Brian Serven,187,38,4,1,6,13,,62,16.0,2022
Yonathan Daza,372,112,21,2,2,26,,143,50.0,2022
Ryan McMahon,529,130,23,3,20,60,,219,71.0,2022
Randal Grichuk,506,131,21,3,19,24,,215,63.0,2022
C.J. Cron,575,148,28,3,29,43,,269,83.0,2022
Charlie Blackmon,530,140,22,6,16,32,,222,68.0,2022
Brendan Rodgers,527,140,30,3,13,46,,215,70.0,2022
Zack Short,9,0,0,0,0,2,,0,0.0,2022
Kody Clemens,117,17,4,0,5,8,,36,7.0,2022
Daz Cameron,64,14,3,1,1,5,,22,6.0,2022
Miguel Cabrera,397,101,10,0,5,28,,126,38.0,2022
Austin Meadows,128,32,6,2,0,16,,42,14.0,2022
Brendon Davis,10,2,0,0,0,1,,2,1.0,2022
Eric Haase,323,82,17,1,14,24,,143,44.0,2022
Javier Báez,555,132,27,4,17,26,,218,59.0,2022
Josh Lester,5,0,0,0,0,0,,0,0.0,2022
Ryan Kreidler,73,13,1,0,1,6,,17,4.0,2022
Kerry Carpenter,103,26,4,1,6,6,,50,15.0,2022
Akil Baddoo,201,41,3,2,2,24,,54,16.0,2022
Tucker Barnhart,281,62,10,0,1,25,,75,21.0,2022
Victor Reyes,315,80,19,3,3,13,,114,32.0,2022
Riley Greene,376,95,18,4,5,36,,136,43.0,2022
Spencer Torkelson,360,73,16,1,8,37,,115,32.0,2022
Willi Castro,365,88,18,2,8,15,,134,36.0,2022
Jeimer Candelario,429,93,19,2,13,28,,155,41.0,2022
Harold Castro,420,114,21,2,7,17,,160,48.0,2022
Jonathan Schoop,481,97,23,1,11,19,,155,36.0,2022
Yordan Alvarez,470,144,29,2,37,78,,288,117.0,2022
Mauricio Dubón,243,52,9,0,5,13,,76,19.0,2022
Christian Vázquez,398,109,23,0,9,22,,159,50.0,2022
David Hensley,29,10,2,1,1,5,,17,8.0,2022
Jake Meyers,150,34,6,2,1,7,,47,12.0,2022
Kyle Tucker,544,140,28,1,30,59,,260,86.0,2022
Yainer Diaz,8,1,1,0,0,1,,2,0.0,2022
Martín Maldonado,344,64,12,0,15,22,,121,28.0,2022
J.J. Matijevic,67,14,2,0,2,2,,22,5.0,2022
Michael Brantley,243,70,14,1,5,31,,101,37.0,2022
Jose Altuve,527,158,39,0,28,66,,281,106.0,2022
Joe Perez,1,0,0,0,0,0,,0,0.0,2022
Korey Lee,25,4,2,0,0,1,,6,1.0,2022
Jason Castro,78,9,2,0,1,8,,14,3.0,2022
Chas McCormick,359,88,12,2,14,46,,146,48.0,2022
Aledmys Díaz,305,74,13,0,12,18,,123,35.0,2022
Jeremy Peña,521,132,20,2,22,22,,222,63.0,2022
Yuli Gurriel,545,132,40,0,8,30,,196,55.0,2022
Alex Bregman,548,142,38,0,23,87,,249,90.0,2022
Brent Rooker,32,4,1,0,0,3,,5,1.0,2022
Michael A. Taylor,414,105,10,3,9,35,,148,46.0,2022
Nick Pratto,158,29,9,1,7,19,,61,17.0,2022
Nate Eaton,106,28,4,3,1,10,,41,13.0,2022
Edward Olivares,161,46,8,0,4,10,,66,22.0,2022
Bobby Witt Jr.,591,150,31,6,20,30,,253,73.0,2022
Michael Massey,173,42,9,1,4,9,,65,18.0,2022
Sebastián Rivero,26,4,0,0,0,2,,4,1.0,2022
Maikel Garcia,22,7,1,0,0,1,,8,3.0,2022
Adalberto Mondesi,50,7,0,0,0,4,,7,1.0,2022
Drew Waters,96,23,6,1,5,12,,46,15.0,2022
Hunter Dozier,462,109,26,4,12,34,,179,52.0,2022
Kyle Isbel,256,54,10,4,5,16,,87,22.0,2022
Vinnie Pasquantino,258,76,10,0,10,35,,116,44.0,2022
Salvador Perez,445,113,23,1,23,18,,207,59.0,2022
MJ Melendez,460,100,21,3,18,66,,181,57.0,2022
Nicky Lopez,436,99,12,4,0,29,,119,33.0,2022
Justin Turner,468,130,36,0,13,50,,205,71.0,2022
Kevin Pillar,12,1,1,0,0,1,,2,0.0,2022
Edwin Ríos,86,21,1,0,7,5,,43,12.0,2022
Max Muncy,464,91,22,1,21,90,,178,58.0,2022
James Outman,13,6,2,0,1,2,,11,6.0,2022
Austin Barnes,179,38,6,0,8,27,,68,21.0,2022
Cody Bellinger,504,106,27,3,19,38,,196,52.0,2022
Gavin Lux,421,116,20,7,6,47,,168,59.0,2022
Miguel Vargas,47,8,1,0,1,2,,12,2.0,2022
Trayce Thompson,219,56,14,1,13,32,,111,39.0,2022
Hanser Alberto,156,38,9,2,2,3,,57,15.0,2022
Joey Gallo,350,56,8,2,19,56,,125,34.0,2022
Chris Taylor,402,89,25,3,10,44,,150,45.0,2022
Will Smith,508,132,26,3,24,56,,236,79.0,2022
Mookie Betts,572,154,40,3,35,55,,305,102.0,2022
Freddie Freeman,612,199,47,2,21,84,,313,127.0,2022
Trea Turner,652,194,39,4,21,45,,304,104.0,2022
Keibert Ruiz,394,99,22,0,7,30,,142,43.0,2022
Luke Voit,500,113,22,0,22,55,,201,61.0,2022
Riley Adams,142,25,4,0,5,12,,44,11.0,2022
CJ Abrams,284,70,12,2,2,5,,92,24.0,2022
Alex Call,114,27,3,1,5,15,,47,15.0,2022
Yadiel Hernandez,305,82,16,0,9,19,,125,39.0,2022
Tres Barrera,50,9,1,0,0,2,,10,2.0,2022
Joshua Palacios,47,10,2,0,0,1,,12,3.0,2022
Victor Robles,366,82,10,2,6,17,,114,29.0,2022
Israel Pineda,13,1,0,0,0,1,,1,0.0,2022
Lucius Fox,25,2,0,0,0,1,,2,0.0,2022
Joey Meneses,222,72,14,0,13,15,,125,46.0,2022
Ildemaro Vargas,209,55,13,1,4,8,,82,24.0,2022
Luis García Jr.,360,99,23,2,7,11,,147,44.0,2022
Nelson Cruz,448,105,16,0,10,49,,151,47.0,2022
Lane Thomas,498,120,26,2,17,41,,201,60.0,2022
César Hernández,560,139,28,4,1,45,,178,54.0,2022
Khalil Lee,2,1,0,0,1,0,,4,2.0,2022
Mark Vientos,36,6,1,0,1,5,,10,3.0,2022
Darin Ruf,334,68,12,0,11,45,,113,34.0,2022
Jeff McNeil,533,174,39,1,9,40,,242,90.0,2022
Terrance Gore,7,1,0,0,0,0,,1,0.0,2022
Tomás Nido,284,68,15,0,3,14,,92,25.0,2022
James McCann,174,34,6,0,3,11,,49,12.0,2022
Francisco Lindor,630,170,25,5,26,59,,283,94.0,2022
Pete Alonso,597,162,27,0,40,67,,309,107.0,2022
Francisco Alvarez,12,2,1,0,1,2,,6,2.0,2022
Brett Baty,38,7,0,0,2,2,,13,3.0,2022
Michael Pérez,121,18,0,0,6,10,,36,8.0,2022
Dominic Smith,134,26,10,1,0,12,,38,10.0,2022
Luis Guillorme,297,81,12,1,2,34,,101,35.0,2022
Daniel Vogelbach,386,92,19,1,18,73,,167,60.0,2022
Starling Marte,466,136,24,5,16,26,,218,72.0,2022
Mark Canha,462,123,24,0,13,48,,186,62.0,2022
Eduardo Escobar,495,119,26,4,20,40,,213,63.0,2022
Brandon Nimmo,580,159,30,7,16,71,,251,89.0,2022
Shea Langeliers,142,31,10,1,6,9,,61,16.0,2022
Seth Brown,500,115,26,3,25,51,,222,67.0,2022
Nick Allen,299,62,13,0,4,19,,87,22.0,2022
Chad Pinder,361,85,18,0,12,14,,139,37.0,2022
Stephen Vogt,168,27,4,1,7,17,,54,13.0,2022
Ernie Clement,163,30,4,0,0,11,,34,8.0,2022
Sean Murphy,537,134,37,2,18,56,,229,73.0,2022
Cody Thomas,30,8,0,0,0,2,,8,2.0,2022
Vimael Machín,223,49,12,0,1,25,,64,19.0,2022
Jonah Bride,162,33,4,0,1,19,,40,11.0,2022
Ramón Laureano,346,73,18,0,13,25,,130,34.0,2022
David MacKinnon,50,7,0,0,0,6,,7,2.0,2022
Cal Stevenson,60,10,3,0,0,8,,13,3.0,2022
Kevin Smith,139,25,9,1,2,7,,42,9.0,2022
Cristian Pache,241,40,5,2,3,15,,58,12.0,2022
Tony Kemp,497,117,24,2,7,45,,166,50.0,2022
Manny Machado,578,172,37,1,32,63,,307,113.0,2022
Brandon Drury,518,136,31,2,28,38,,255,80.0,2022
Jorge Alfaro,256,63,14,0,7,11,,98,27.0,2022
Juan Soto,524,127,25,2,27,135,,237,94.0,2022
José Azocar,202,52,9,3,0,12,,67,20.0,2022
Josh Bell,552,147,29,3,17,81,,233,84.0,2022
Luis Campusano,48,12,1,0,1,1,,16,4.0,2022
Brandon Dixon,14,3,1,0,0,0,,4,1.0,2022
Austin Nola,347,87,15,0,4,34,,114,36.0,2022
Jurickson Profar,575,140,36,2,15,73,,225,74.0,2022
Eguy Rosario,5,1,0,0,0,1,,1,0.0,2022
Matthew Batten,19,2,1,0,0,2,,3,1.0,2022
Wil Myers,261,68,15,0,7,21,,104,33.0,2022
Trent Grisham,451,83,16,2,17,57,,154,42.0,2022
Ha-Seong Kim,517,130,29,3,11,51,,198,63.0,2022
Jake Cronenworth,587,140,30,4,17,70,,229,73.0,2022
Sam Haggerty,176,45,9,1,5,18,,71,23.0,2022
Curt Casali,148,30,4,0,5,24,,49,15.0,2022
Adam Frazier,541,129,22,4,3,46,,168,50.0,2022
Taylor Trammell,102,20,9,0,4,13,,41,12.0,2022
Cal Raleigh,370,78,20,1,27,38,,181,51.0,2022
Carlos Santana,431,87,18,0,19,71,,162,51.0,2022
Jesse Winker,456,100,15,0,14,84,,157,53.0,2022
Ty France,551,151,27,1,20,35,,240,76.0,2022
Drew Ellis,16,3,1,0,0,1,,4,1.0,2022
Julio Rodríguez,511,145,25,3,28,40,,260,87.0,2022
Jarred Kelenic,163,23,5,1,7,16,,51,11.0,2022
Tom Murphy,33,10,2,0,1,8,,15,7.0,2022
Brian O'Keefe,3,1,0,0,0,1,,1,0.0,2022
